Gene stable ID	RefSeq mRNA predicted ID
ENSBTAG00000069529	
ENSBTAG00000070064	
ENSBTAG00000030166	
ENSBTAG00000073351	
ENSBTAG00000077786	
ENSBTAG00000077295	
ENSBTAG00000002874	XM_024976341
ENSBTAG00000002874	XM_024976340
ENSBTAG00000002874	XM_005216624
ENSBTAG00000002874	XM_059875446
ENSBTAG00000002874	XM_059875445
ENSBTAG00000002874	
ENSBTAG00000072682	
ENSBTAG00000048636	
ENSBTAG00000019280	XM_024977020
ENSBTAG00000019280	XM_024977019
ENSBTAG00000004617	
ENSBTAG00000004617	XM_024981083
ENSBTAG00000004617	XM_010816630
ENSBTAG00000004617	XM_010816631
ENSBTAG00000004617	XM_010816633
ENSBTAG00000060749	
ENSBTAG00000076510	
ENSBTAG00000015885	XM_059875472
ENSBTAG00000015885	XM_059875471
ENSBTAG00000015885	XM_024976392
ENSBTAG00000015885	XM_010812981
ENSBTAG00000015885	XM_024976385
ENSBTAG00000015885	XM_024976384
ENSBTAG00000015885	XM_005216630
ENSBTAG00000015885	XM_010812982
ENSBTAG00000015885	XM_010812983
ENSBTAG00000015885	XM_010812993
ENSBTAG00000015885	XM_010812992
ENSBTAG00000015885	XM_059875470
ENSBTAG00000015885	XM_024976383
ENSBTAG00000015885	XM_024976388
ENSBTAG00000015885	XM_024976387
ENSBTAG00000015885	XM_024976386
ENSBTAG00000015885	XM_024976381
ENSBTAG00000015885	XM_024976382
ENSBTAG00000075406	
ENSBTAG00000071644	
ENSBTAG00000019282	
ENSBTAG00000077986	
ENSBTAG00000077038	
ENSBTAG00000017284	XM_024985394
ENSBTAG00000017284	XM_024985395
ENSBTAG00000019229	XM_010813804
ENSBTAG00000019229	XM_024977207
ENSBTAG00000019229	XM_024977208
ENSBTAG00000019229	XM_010813803
ENSBTAG00000019229	XM_005217620
ENSBTAG00000019229	XM_059875977
ENSBTAG00000019229	XM_024977206
ENSBTAG00000019229	
ENSBTAG00000038330	
ENSBTAG00000031134	
ENSBTAG00000019136	
ENSBTAG00000072759	
ENSBTAG00000078969	
ENSBTAG00000078969	XM_024981084
ENSBTAG00000071717	
ENSBTAG00000050459	
ENSBTAG00000050459	XM_024977471
ENSBTAG00000050459	XM_024977474
ENSBTAG00000033672	XM_059881480
ENSBTAG00000033672	XM_024985396
ENSBTAG00000033672	XM_024985397
ENSBTAG00000033672	XM_024985398
ENSBTAG00000006030	
ENSBTAG00000076558	
ENSBTAG00000017069	
ENSBTAG00000073833	
ENSBTAG00000013147	
ENSBTAG00000013147	XM_005218112
ENSBTAG00000011461	
ENSBTAG00000011461	XM_005216653
ENSBTAG00000074703	
ENSBTAG00000071031	
ENSBTAG00000015037	XM_024999488
ENSBTAG00000017867	XM_024977269
ENSBTAG00000017867	XM_024977272
ENSBTAG00000019006	XM_005224406
ENSBTAG00000021245	XM_005217601
ENSBTAG00000021245	
ENSBTAG00000021245	XM_015475401
ENSBTAG00000021245	XM_059875915
ENSBTAG00000000985	
ENSBTAG00000068500	
ENSBTAG00000019008	
ENSBTAG00000011465	XM_010813017
ENSBTAG00000011465	XM_010813018
ENSBTAG00000011465	XM_005216663
ENSBTAG00000011465	XM_059875342
ENSBTAG00000011465	
ENSBTAG00000021121	XM_024977174
ENSBTAG00000021121	XM_024977173
ENSBTAG00000021121	
ENSBTAG00000014064	XM_059881747
ENSBTAG00000014064	XM_059881748
ENSBTAG00000014064	XM_010820098
ENSBTAG00000014064	XM_059881741
ENSBTAG00000014064	XM_010820091
ENSBTAG00000014064	XM_010820089
ENSBTAG00000014064	XM_059881749
ENSBTAG00000014064	XM_059881745
ENSBTAG00000014064	XM_059881743
ENSBTAG00000014064	XM_059881742
ENSBTAG00000014064	XM_059881740
ENSBTAG00000014064	XM_024985485
ENSBTAG00000014064	XM_059881744
ENSBTAG00000014064	XM_059881746
ENSBTAG00000016776	XM_059878616
ENSBTAG00000016776	XM_059878615
ENSBTAG00000016776	XM_024980989
ENSBTAG00000016776	XM_024980990
ENSBTAG00000016776	
ENSBTAG00000002189	XM_005224405
ENSBTAG00000002189	
ENSBTAG00000012779	XM_005212932
ENSBTAG00000012779	XM_059891067
ENSBTAG00000012779	XM_005212933
ENSBTAG00000012779	
ENSBTAG00000069087	
ENSBTAG00000063257	
ENSBTAG00000063257	XM_002693879
ENSBTAG00000006045	
ENSBTAG00000000125	XM_024977593
ENSBTAG00000000125	XM_059876278
ENSBTAG00000000125	XM_059876279
ENSBTAG00000000125	XM_024977590
ENSBTAG00000000125	
ENSBTAG00000000125	XM_024977591
ENSBTAG00000000125	XM_024977592
ENSBTAG00000000125	XM_002694399
ENSBTAG00000014912	XM_059875219
ENSBTAG00000077034	
ENSBTAG00000057847	
ENSBTAG00000070746	
ENSBTAG00000069477	
ENSBTAG00000021072	
ENSBTAG00000021072	XM_059891333
ENSBTAG00000021072	XM_059891332
ENSBTAG00000021072	XM_059891331
ENSBTAG00000021072	XM_005213006
ENSBTAG00000021072	XM_059891336
ENSBTAG00000021072	XM_059891334
ENSBTAG00000021072	XM_010810230
ENSBTAG00000021072	XM_024998838
ENSBTAG00000021072	XM_010810229
ENSBTAG00000021072	XM_024998836
ENSBTAG00000021072	XM_010810228
ENSBTAG00000021072	XM_059891335
ENSBTAG00000010432	
ENSBTAG00000010432	XM_024976180
ENSBTAG00000010432	XM_059875357
ENSBTAG00000010432	XM_059875354
ENSBTAG00000010432	XM_059875353
ENSBTAG00000010432	XM_059875352
ENSBTAG00000010432	XM_059875351
ENSBTAG00000010432	XM_059875355
ENSBTAG00000010432	XM_059875356
ENSBTAG00000078175	
ENSBTAG00000067342	
ENSBTAG00000067943	
ENSBTAG00000000005	XM_059875884
ENSBTAG00000000005	XM_059875883
ENSBTAG00000000005	
ENSBTAG00000000005	XM_024977016
ENSBTAG00000008222	XM_010819106
ENSBTAG00000008222	XM_059881355
ENSBTAG00000008222	
ENSBTAG00000070200	
ENSBTAG00000018941	
ENSBTAG00000018941	XM_059881911
ENSBTAG00000018941	XM_059881910
ENSBTAG00000060206	
ENSBTAG00000024929	
ENSBTAG00000026383	XM_015460290
ENSBTAG00000064114	
ENSBTAG00000000698	XM_059876421
ENSBTAG00000000698	
ENSBTAG00000013294	
ENSBTAG00000013294	XM_024976096
ENSBTAG00000019812	
ENSBTAG00000019812	XM_005221038
ENSBTAG00000019812	XM_005221039
ENSBTAG00000019812	XM_005221040
ENSBTAG00000071639	
ENSBTAG00000070743	
ENSBTAG00000062448	
ENSBTAG00000014059	
ENSBTAG00000014059	XM_024976042
ENSBTAG00000014059	XM_024976046
ENSBTAG00000014059	XM_024976041
ENSBTAG00000014059	XM_024976051
ENSBTAG00000014059	XM_024976047
ENSBTAG00000014059	XM_024976049
ENSBTAG00000005695	
ENSBTAG00000005695	XM_005217592
ENSBTAG00000005695	XM_024976967
ENSBTAG00000003786	
ENSBTAG00000003786	XM_005221046
ENSBTAG00000003786	XM_024980095
ENSBTAG00000007210	
ENSBTAG00000007210	XM_059881319
ENSBTAG00000007210	XM_059881318
ENSBTAG00000007210	XM_024984904
ENSBTAG00000007210	XM_059881320
ENSBTAG00000007210	XM_024984902
ENSBTAG00000007210	XM_005224478
ENSBTAG00000007210	XM_005224479
ENSBTAG00000007210	XM_059881316
ENSBTAG00000007210	XM_059881322
ENSBTAG00000007210	XM_059881321
ENSBTAG00000007210	XM_059881317
ENSBTAG00000007210	XM_024984901
ENSBTAG00000007210	XM_024984899
ENSBTAG00000007210	XM_024984900
ENSBTAG00000007210	XM_059881315
ENSBTAG00000007210	XM_059881313
ENSBTAG00000007210	XM_024984898
ENSBTAG00000069282	
ENSBTAG00000021143	XM_024998368
ENSBTAG00000021143	XM_059891044
ENSBTAG00000021143	XM_059891042
ENSBTAG00000021143	XM_059891043
ENSBTAG00000021143	XM_059891037
ENSBTAG00000021143	XM_059891040
ENSBTAG00000021143	XM_059891041
ENSBTAG00000021143	XM_059891038
ENSBTAG00000021143	XM_059891039
ENSBTAG00000021143	XM_059891033
ENSBTAG00000021143	XM_059891031
ENSBTAG00000021143	XM_059891035
ENSBTAG00000021143	XM_059891034
ENSBTAG00000021143	XM_059891032
ENSBTAG00000021143	
ENSBTAG00000021143	XM_059891036
ENSBTAG00000021143	XM_024998363
ENSBTAG00000003178	XM_059882081
ENSBTAG00000003178	XM_059882082
ENSBTAG00000003178	XM_010820116
ENSBTAG00000003178	XM_059882083
ENSBTAG00000003178	XM_059882086
ENSBTAG00000003178	XM_059882084
ENSBTAG00000003178	
ENSBTAG00000003178	XM_059882085
ENSBTAG00000003178	XM_024985968
ENSBTAG00000003178	XM_002698548
ENSBTAG00000003178	XM_002698547
ENSBTAG00000003178	XM_005225816
ENSBTAG00000003178	XM_010820113
ENSBTAG00000043699	
ENSBTAG00000043091	
ENSBTAG00000005691	
ENSBTAG00000047951	
ENSBTAG00000044452	
ENSBTAG00000011717	XM_015458969
ENSBTAG00000011717	XM_059877974
ENSBTAG00000011717	XM_005221211
ENSBTAG00000011717	XM_059877975
ENSBTAG00000011717	
ENSBTAG00000054863	
ENSBTAG00000054954	
ENSBTAG00000007564	
ENSBTAG00000007564	XM_005217602
ENSBTAG00000012349	XM_024976407
ENSBTAG00000012349	XM_024976406
ENSBTAG00000012349	XM_059875476
ENSBTAG00000049387	
ENSBTAG00000029760	
ENSBTAG00000036375	
ENSBTAG00000005743	
ENSBTAG00000014645	XM_003587046
ENSBTAG00000016147	
ENSBTAG00000011715	
ENSBTAG00000011715	XM_015458968
ENSBTAG00000011715	XM_005221208
ENSBTAG00000061896	
ENSBTAG00000004775	
ENSBTAG00000004775	XM_005217677
ENSBTAG00000004775	XM_024977436
ENSBTAG00000004953	
ENSBTAG00000007693	XM_005216723
ENSBTAG00000007693	XM_002693888
ENSBTAG00000007693	XM_024976658
ENSBTAG00000007693	XM_024976656
ENSBTAG00000007693	XM_010813048
ENSBTAG00000008001	
ENSBTAG00000008001	XM_005216661
ENSBTAG00000019166	
ENSBTAG00000008113	
ENSBTAG00000047510	XM_024979517
ENSBTAG00000008389	
ENSBTAG00000010758	XM_005221129
ENSBTAG00000010758	XM_024979515
ENSBTAG00000010758	XM_005221130
ENSBTAG00000003232	
ENSBTAG00000003232	XM_015475015
ENSBTAG00000031014	
ENSBTAG00000015267	
ENSBTAG00000015267	XM_005221247
ENSBTAG00000015267	XM_024980288
ENSBTAG00000015267	XM_059878157
ENSBTAG00000003395	XM_059881870
ENSBTAG00000003395	XM_059881868
ENSBTAG00000003395	XM_010820134
ENSBTAG00000003395	XM_024985638
ENSBTAG00000005379	
ENSBTAG00000005379	XM_005216683
ENSBTAG00000005379	XM_005216684
ENSBTAG00000005379	XM_010813031
ENSBTAG00000003397	
ENSBTAG00000003397	XM_059881715
ENSBTAG00000003397	XM_059881720
ENSBTAG00000003397	XM_059881718
ENSBTAG00000003397	XM_005225833
ENSBTAG00000003397	XM_059881719
ENSBTAG00000003397	XM_024985462
ENSBTAG00000003397	XM_059881716
ENSBTAG00000003397	XM_059881723
ENSBTAG00000003397	XM_024985464
ENSBTAG00000003397	XM_059881717
ENSBTAG00000003397	XM_059881722
ENSBTAG00000038107	
ENSBTAG00000038107	XM_059875644
ENSBTAG00000038224	
ENSBTAG00000011713	
ENSBTAG00000015490	
ENSBTAG00000021764	
ENSBTAG00000014862	
ENSBTAG00000015945	
ENSBTAG00000051889	
ENSBTAG00000069655	XM_059875641
ENSBTAG00000076618	
ENSBTAG00000035659	
ENSBTAG00000006928	
ENSBTAG00000008505	
ENSBTAG00000008505	XM_024999521
ENSBTAG00000015517	
ENSBTAG00000073451	
ENSBTAG00000043959	
ENSBTAG00000043959	XM_005217687
ENSBTAG00000043959	XM_002694441
ENSBTAG00000043959	XM_024977618
ENSBTAG00000010786	XM_005225829
ENSBTAG00000010786	XM_024986052
ENSBTAG00000010786	XM_003587903
ENSBTAG00000010786	XM_010820120
ENSBTAG00000010786	XM_024986051
ENSBTAG00000010786	XM_059882091
ENSBTAG00000010786	XM_059882090
ENSBTAG00000010786	XM_059882088
ENSBTAG00000010786	XM_015460763
ENSBTAG00000010786	XM_015460760
ENSBTAG00000010786	XM_024986050
ENSBTAG00000010786	XM_024986049
ENSBTAG00000010786	XM_010820119
ENSBTAG00000010786	XM_010820118
ENSBTAG00000010786	XM_024986048
ENSBTAG00000010786	XM_010820117
ENSBTAG00000010786	XM_015460762
ENSBTAG00000010786	XM_015460771
ENSBTAG00000010786	XM_015460768
ENSBTAG00000010786	XM_015460770
ENSBTAG00000010786	XM_059882089
ENSBTAG00000010786	XM_015460766
ENSBTAG00000010786	XM_015460761
ENSBTAG00000010786	XM_015460769
ENSBTAG00000010786	XM_015460765
ENSBTAG00000010786	XM_015460758
ENSBTAG00000010786	
ENSBTAG00000072269	
ENSBTAG00000076619	
ENSBTAG00000061739	
ENSBTAG00000059335	
ENSBTAG00000064706	
ENSBTAG00000076299	
ENSBTAG00000059745	
ENSBTAG00000072359	
ENSBTAG00000060939	
ENSBTAG00000057323	
ENSBTAG00000073452	
ENSBTAG00000055759	
ENSBTAG00000076032	
ENSBTAG00000075161	
ENSBTAG00000057801	
ENSBTAG00000067989	
ENSBTAG00000066853	
ENSBTAG00000055345	
ENSBTAG00000067269	
ENSBTAG00000067576	
ENSBTAG00000073944	
ENSBTAG00000067923	
ENSBTAG00000059250	
ENSBTAG00000061164	
ENSBTAG00000059584	
ENSBTAG00000076417	
ENSBTAG00000007888	
ENSBTAG00000007888	XM_002691505
ENSBTAG00000007888	XM_024999502
ENSBTAG00000007888	XM_024999503
ENSBTAG00000075498	
ENSBTAG00000057461	
ENSBTAG00000052092	
ENSBTAG00000052092	XM_059882093
ENSBTAG00000056817	
ENSBTAG00000058315	
ENSBTAG00000055409	
ENSBTAG00000034368	XM_059881463
ENSBTAG00000056763	
ENSBTAG00000063889	
ENSBTAG00000074067	
ENSBTAG00000059238	
ENSBTAG00000069417	
ENSBTAG00000074465	
ENSBTAG00000019543	
ENSBTAG00000063380	
ENSBTAG00000062506	
ENSBTAG00000059192	
ENSBTAG00000057961	
ENSBTAG00000062344	
ENSBTAG00000064280	
ENSBTAG00000007897	XM_005212920
ENSBTAG00000007897	XM_010810166
ENSBTAG00000060803	
ENSBTAG00000068093	
ENSBTAG00000071841	
ENSBTAG00000058650	
ENSBTAG00000079032	
ENSBTAG00000012683	XM_010819225
ENSBTAG00000012683	XM_024985355
ENSBTAG00000012683	XM_059881518
ENSBTAG00000012683	XM_059881519
ENSBTAG00000012683	XM_002697930
ENSBTAG00000012683	XM_005224624
ENSBTAG00000012683	XM_005224625
ENSBTAG00000012683	XM_005224628
ENSBTAG00000012683	XM_005224626
ENSBTAG00000012683	XM_005224627
ENSBTAG00000018239	
ENSBTAG00000018239	XM_059891416
ENSBTAG00000011833	XM_059883481
ENSBTAG00000011833	XM_005227469
ENSBTAG00000011833	XM_010821372
ENSBTAG00000011833	XM_005227468
ENSBTAG00000011833	XM_010821371
ENSBTAG00000042385	
ENSBTAG00000063542	
ENSBTAG00000069807	
ENSBTAG00000043467	
ENSBTAG00000046515	
ENSBTAG00000060595	
ENSBTAG00000060128	
ENSBTAG00000042522	
ENSBTAG00000061541	XM_024976808
ENSBTAG00000061541	XM_024976807
ENSBTAG00000061541	
ENSBTAG00000063675	
ENSBTAG00000062828	
ENSBTAG00000068571	
ENSBTAG00000074242	
ENSBTAG00000058616	
ENSBTAG00000073003	
ENSBTAG00000003312	XM_024986066
ENSBTAG00000003312	XM_024986067
ENSBTAG00000003312	XM_059882099
ENSBTAG00000008388	
ENSBTAG00000008388	XM_059883316
ENSBTAG00000008388	XM_059883317
ENSBTAG00000008388	XM_005227453
ENSBTAG00000008388	XM_010821347
ENSBTAG00000008388	XM_010821348
ENSBTAG00000008388	XM_010821350
ENSBTAG00000008388	XM_010821351
ENSBTAG00000008388	XM_010821353
ENSBTAG00000008388	XM_010821355
ENSBTAG00000008388	XM_010821349
ENSBTAG00000008388	XM_010821356
ENSBTAG00000008388	XM_010821352
ENSBTAG00000008388	XM_005227455
ENSBTAG00000008388	XM_024987826
ENSBTAG00000008388	XM_005227456
ENSBTAG00000052988	
ENSBTAG00000078073	
ENSBTAG00000002575	
ENSBTAG00000005195	
ENSBTAG00000075319	
ENSBTAG00000071119	
ENSBTAG00000060756	
ENSBTAG00000078361	
ENSBTAG00000058836	
ENSBTAG00000019123	XM_059881671
ENSBTAG00000019123	XM_015460281
ENSBTAG00000019123	XM_024985380
ENSBTAG00000046073	
ENSBTAG00000008819	
ENSBTAG00000008819	XM_059881856
ENSBTAG00000008819	XM_059881857
ENSBTAG00000008819	XM_024985624
ENSBTAG00000008819	XM_024985625
ENSBTAG00000008819	XM_024985628
ENSBTAG00000008819	XM_024985627
ENSBTAG00000008819	XM_024985626
ENSBTAG00000008819	XM_059881858
ENSBTAG00000076534	
ENSBTAG00000023372	XM_002691523
ENSBTAG00000072571	
ENSBTAG00000061681	
ENSBTAG00000021294	
ENSBTAG00000018625	
ENSBTAG00000018625	XM_059881137
ENSBTAG00000018625	XM_059881135
ENSBTAG00000018625	XM_059881136
ENSBTAG00000073465	
ENSBTAG00000011155	XM_010810300
ENSBTAG00000011155	XM_010810299
ENSBTAG00000011155	XM_024999522
ENSBTAG00000011155	XM_024999523
ENSBTAG00000011155	XM_015473569
ENSBTAG00000011155	XM_015473570
ENSBTAG00000011155	XM_005213100
ENSBTAG00000011155	XM_005213097
ENSBTAG00000011155	XM_005213092
ENSBTAG00000011155	XM_024999524
ENSBTAG00000011155	XM_005213096
ENSBTAG00000011155	XM_024999527
ENSBTAG00000011155	XM_024999525
ENSBTAG00000011155	XM_059891822
ENSBTAG00000011155	XM_024999526
ENSBTAG00000011155	XM_003586651
ENSBTAG00000011155	XM_005213099
ENSBTAG00000062042	
ENSBTAG00000023784	
ENSBTAG00000040350	XM_059883279
ENSBTAG00000040350	XM_059883276
ENSBTAG00000040350	XM_059883280
ENSBTAG00000040350	XM_059883275
ENSBTAG00000040350	XM_059883277
ENSBTAG00000040350	XM_059883281
ENSBTAG00000040350	XM_010821346
ENSBTAG00000040350	XM_059883278
ENSBTAG00000040350	
ENSBTAG00000063767	
ENSBTAG00000039055	
ENSBTAG00000039055	XM_005217158
ENSBTAG00000004066	
ENSBTAG00000004066	XM_005221534
ENSBTAG00000004066	XM_005221535
ENSBTAG00000004636	XM_024985575
ENSBTAG00000004636	XM_059881825
ENSBTAG00000004636	XM_024985574
ENSBTAG00000004636	XM_005225801
ENSBTAG00000004636	XM_005225804
ENSBTAG00000004636	XM_059881829
ENSBTAG00000004636	XM_059881826
ENSBTAG00000004636	XM_059881828
ENSBTAG00000004636	XM_059881827
ENSBTAG00000004636	XM_005225799
ENSBTAG00000004636	XM_005225798
ENSBTAG00000004636	XM_024985577
ENSBTAG00000004636	XM_024985576
ENSBTAG00000007375	
ENSBTAG00000057391	
ENSBTAG00000078040	
ENSBTAG00000078040	XM_059883523
ENSBTAG00000073384	
ENSBTAG00000061133	
ENSBTAG00000036113	
ENSBTAG00000036113	XM_015475628
ENSBTAG00000056969	
ENSBTAG00000004872	
ENSBTAG00000054437	XM_059881133
ENSBTAG00000054437	XM_059881132
ENSBTAG00000054437	XM_059881131
ENSBTAG00000054437	
ENSBTAG00000017752	
ENSBTAG00000011154	
ENSBTAG00000072979	
ENSBTAG00000038684	XM_010820121
ENSBTAG00000038684	XM_010820122
ENSBTAG00000038684	XM_002698551
ENSBTAG00000047664	
ENSBTAG00000047664	XM_024977859
ENSBTAG00000004873	XM_059875464
ENSBTAG00000004873	
ENSBTAG00000008029	
ENSBTAG00000018819	XM_059883265
ENSBTAG00000018819	XM_059883266
ENSBTAG00000018819	XM_059883262
ENSBTAG00000018819	XM_005227449
ENSBTAG00000018819	XM_059883264
ENSBTAG00000018819	
ENSBTAG00000023007	
ENSBTAG00000018146	XM_059876991
ENSBTAG00000005270	XM_024998794
ENSBTAG00000005270	XM_024998793
ENSBTAG00000005270	XM_024998796
ENSBTAG00000005270	XM_024998795
ENSBTAG00000005270	
ENSBTAG00000069316	
ENSBTAG00000045912	XM_024985383
ENSBTAG00000045912	XM_010819244
ENSBTAG00000045912	XM_059881673
ENSBTAG00000045912	XM_010819243
ENSBTAG00000007011	XM_005225858
ENSBTAG00000000067	
ENSBTAG00000074829	
ENSBTAG00000000179	
ENSBTAG00000000179	XM_024984922
ENSBTAG00000046772	
ENSBTAG00000050953	
ENSBTAG00000050953	XM_005216725
ENSBTAG00000050953	XM_005216726
ENSBTAG00000050953	XM_002693868
ENSBTAG00000018705	
ENSBTAG00000018705	XM_059891352
ENSBTAG00000018705	XM_059891350
ENSBTAG00000018705	XM_059891351
ENSBTAG00000018705	XM_005213019
ENSBTAG00000005183	XM_024977075
ENSBTAG00000005183	XM_024977076
ENSBTAG00000005183	
ENSBTAG00000020918	XM_002707789
ENSBTAG00000052347	
ENSBTAG00000054311	XM_015460788
ENSBTAG00000015894	
ENSBTAG00000015894	XM_005218399
ENSBTAG00000015894	XM_059876989
ENSBTAG00000015894	XM_059876988
ENSBTAG00000004622	XM_025000505
ENSBTAG00000004622	XM_025000498
ENSBTAG00000004622	XM_025000500
ENSBTAG00000004622	XM_025000502
ENSBTAG00000004622	XM_025000499
ENSBTAG00000004622	XM_025000501
ENSBTAG00000004622	XM_025000503
ENSBTAG00000004622	XM_025000504
ENSBTAG00000004622	XM_025000507
ENSBTAG00000004622	XM_025000506
ENSBTAG00000004622	XM_025000508
ENSBTAG00000072691	
ENSBTAG00000056649	
ENSBTAG00000074728	
ENSBTAG00000019743	
ENSBTAG00000015261	
ENSBTAG00000015261	XM_024980186
ENSBTAG00000015261	XM_010816546
ENSBTAG00000015261	XM_010816552
ENSBTAG00000067101	
ENSBTAG00000021540	XM_005225811
ENSBTAG00000021540	XM_059881871
ENSBTAG00000021540	XM_024985640
ENSBTAG00000021540	XM_059881872
ENSBTAG00000044402	
ENSBTAG00000015014	
ENSBTAG00000015014	XM_059891556
ENSBTAG00000015014	XM_059891555
ENSBTAG00000015014	XM_059891557
ENSBTAG00000015014	XM_024999230
ENSBTAG00000015014	XM_010810262
ENSBTAG00000043823	
ENSBTAG00000042752	
ENSBTAG00000063846	
ENSBTAG00000005178	
ENSBTAG00000009121	
ENSBTAG00000009121	XM_024988255
ENSBTAG00000009121	XM_024988253
ENSBTAG00000009121	XM_024988254
ENSBTAG00000009121	XM_059883550
ENSBTAG00000009121	XM_024988256
ENSBTAG00000009121	XM_024988257
ENSBTAG00000078669	
ENSBTAG00000043948	
ENSBTAG00000029815	
ENSBTAG00000075740	
ENSBTAG00000061938	XM_005224457
ENSBTAG00000061938	XM_005224456
ENSBTAG00000009876	XM_005216644
ENSBTAG00000009876	XM_010813003
ENSBTAG00000009876	XM_010813002
ENSBTAG00000009876	XM_010813012
ENSBTAG00000009876	XM_024976021
ENSBTAG00000009876	XM_010813009
ENSBTAG00000009876	XM_010813004
ENSBTAG00000009876	XM_010813010
ENSBTAG00000009876	XM_010813008
ENSBTAG00000009876	XM_005216646
ENSBTAG00000009876	XM_059875235
ENSBTAG00000009876	
ENSBTAG00000010796	
ENSBTAG00000008825	
ENSBTAG00000008825	XM_010811240
ENSBTAG00000008825	XM_005214354
ENSBTAG00000008825	XM_010811241
ENSBTAG00000010797	
ENSBTAG00000007887	
ENSBTAG00000007887	XM_059881544
ENSBTAG00000065673	
ENSBTAG00000002698	XM_059875965
ENSBTAG00000002698	XM_024977188
ENSBTAG00000002698	XM_005217809
ENSBTAG00000002698	XM_010813908
ENSBTAG00000002698	XM_010813910
ENSBTAG00000002698	XM_015475464
ENSBTAG00000002698	XM_005217808
ENSBTAG00000002698	XM_024977189
ENSBTAG00000001241	XM_059878787
ENSBTAG00000001241	
ENSBTAG00000044192	XM_024978632
ENSBTAG00000044192	XM_024978633
ENSBTAG00000039755	
ENSBTAG00000016023	
ENSBTAG00000015428	
ENSBTAG00000015428	XM_005218378
ENSBTAG00000021410	XM_059883460
ENSBTAG00000021410	XM_059883459
ENSBTAG00000021410	XM_005227464
ENSBTAG00000021410	
ENSBTAG00000002697	
ENSBTAG00000002697	XM_005217909
ENSBTAG00000002697	XM_005217910
ENSBTAG00000024633	
ENSBTAG00000024633	XM_024976627
ENSBTAG00000024633	XM_024976628
ENSBTAG00000024633	XM_024976625
ENSBTAG00000024633	XM_024976622
ENSBTAG00000024633	XM_059875637
ENSBTAG00000024633	XM_059875636
ENSBTAG00000024633	XM_024976621
ENSBTAG00000023928	
ENSBTAG00000050386	
ENSBTAG00000050386	XM_015460790
ENSBTAG00000050386	XM_024986115
ENSBTAG00000050386	XM_002698584
ENSBTAG00000050386	XM_005225875
ENSBTAG00000044010	XM_059878887
ENSBTAG00000044010	XM_024981469
ENSBTAG00000044010	
ENSBTAG00000044010	XM_024981471
ENSBTAG00000044010	XM_024981473
ENSBTAG00000044010	XM_059878886
ENSBTAG00000044010	XM_024981475
ENSBTAG00000044010	XM_024981476
ENSBTAG00000044010	XM_024981474
ENSBTAG00000044010	XM_059878885
ENSBTAG00000044010	XM_024981467
ENSBTAG00000044010	XM_024981468
ENSBTAG00000005219	XM_024988618
ENSBTAG00000015007	XM_059891288
ENSBTAG00000015007	XM_059891287
ENSBTAG00000015007	XM_059891285
ENSBTAG00000015007	XM_024998758
ENSBTAG00000015007	XM_024998761
ENSBTAG00000015007	XM_024998759
ENSBTAG00000015007	XM_024998756
ENSBTAG00000015007	XM_024998762
ENSBTAG00000015007	XM_024998760
ENSBTAG00000015007	XM_024998757
ENSBTAG00000008441	
ENSBTAG00000008441	XM_005221139
ENSBTAG00000009029	XM_005221296
ENSBTAG00000009029	XM_015458993
ENSBTAG00000009029	XM_005221294
ENSBTAG00000004291	
ENSBTAG00000004291	XM_005227437
ENSBTAG00000004291	XM_005227435
ENSBTAG00000004291	XM_005227434
ENSBTAG00000004291	XM_005227436
ENSBTAG00000004291	XM_024988197
ENSBTAG00000004291	XM_024988196
ENSBTAG00000004291	XM_059883515
ENSBTAG00000004291	XM_024988198
ENSBTAG00000004291	XM_059883516
ENSBTAG00000010198	XM_024984960
ENSBTAG00000010198	XM_024984959
ENSBTAG00000010198	XM_059881353
ENSBTAG00000010198	XM_059881351
ENSBTAG00000010198	XM_059881352
ENSBTAG00000010198	XM_024984961
ENSBTAG00000010198	XM_005224505
ENSBTAG00000010198	XM_059881354
ENSBTAG00000010198	XM_010819104
ENSBTAG00000008826	XM_005214343
ENSBTAG00000008826	XM_005214344
ENSBTAG00000024926	
ENSBTAG00000063191	XM_010814318
ENSBTAG00000063191	
ENSBTAG00000063191	XM_010814314
ENSBTAG00000063191	XM_024978416
ENSBTAG00000063191	XM_024978415
ENSBTAG00000002695	XM_059876209
ENSBTAG00000002695	
ENSBTAG00000013573	
ENSBTAG00000023172	XM_059891817
ENSBTAG00000023172	XM_059891816
ENSBTAG00000023172	XM_024999510
ENSBTAG00000023172	XM_059891813
ENSBTAG00000023172	XM_059891814
ENSBTAG00000023172	XM_059891815
ENSBTAG00000023172	XM_024999513
ENSBTAG00000023172	XM_010810285
ENSBTAG00000023172	XM_024999512
ENSBTAG00000023172	XM_010810287
ENSBTAG00000023172	XM_059891818
ENSBTAG00000010957	
ENSBTAG00000010957	XM_059881906
ENSBTAG00000010957	XM_024985715
ENSBTAG00000010957	XM_024985714
ENSBTAG00000018223	
ENSBTAG00000018295	
ENSBTAG00000018295	XM_059892702
ENSBTAG00000018295	XM_005214363
ENSBTAG00000018295	XM_005214356
ENSBTAG00000018295	XM_059892703
ENSBTAG00000018295	XM_005214358
ENSBTAG00000018295	XM_015474034
ENSBTAG00000018295	XM_005214357
ENSBTAG00000018295	XM_005214361
ENSBTAG00000018295	XM_059892705
ENSBTAG00000018295	XM_059892704
