tx	gene_id	symbol	gene_biotype	transcript_biotype	chrom	source
ENSMUST00000148674.2	ENSMUSG00000039671	Zmynd8	protein_coding	retained_intron	2	cdna
ENSMUST00000088113.11	ENSMUSG00000039671	Zmynd8	protein_coding	protein_coding	2	cdna
ENSMUST00000109269.8	ENSMUSG00000039671	Zmynd8	protein_coding	protein_coding	2	cdna
ENSMUST00000152682.8	ENSMUSG00000039671	Zmynd8	protein_coding	protein_coding_CDS_not_defined	2	cdna
ENSMUST00000109262.8	ENSMUSG00000039671	Zmynd8	protein_coding	protein_coding	2	cdna
ENSMUST00000136842.2	ENSMUSG00000039671	Zmynd8	protein_coding	protein_coding	2	cdna
ENSMUST00000144530.2	ENSMUSG00000039671	Zmynd8	protein_coding	protein_coding	2	cdna
ENSMUST00000153655.8	ENSMUSG00000039671	Zmynd8	protein_coding	protein_coding	2	cdna
ENSMUST00000018050.14	ENSMUSG00000039671	Zmynd8	protein_coding	protein_coding	2	cdna
ENSMUST00000099084.9	ENSMUSG00000039671	Zmynd8	protein_coding	protein_coding	2	cdna
ENSMUST00000139907.2	ENSMUSG00000039671	Zmynd8	protein_coding	protein_coding_CDS_not_defined	2	cdna
ENSMUST00000149369.8	ENSMUSG00000039671	Zmynd8	protein_coding	protein_coding_CDS_not_defined	2	cdna
ENSMUST00000134557.2	ENSMUSG00000039671	Zmynd8	protein_coding	retained_intron	2	cdna
ENSMUST00000177633.8	ENSMUSG00000039671	Zmynd8	protein_coding	protein_coding	2	cdna
ENSMUST00000170272.8	ENSMUSG00000039671	Zmynd8	protein_coding	protein_coding	2	cdna
ENSMUST00000109266.11	ENSMUSG00000039671	Zmynd8	protein_coding	protein_coding	2	cdna
ENSMUST00000193687.7	ENSMUSG00000079164	Tlr5	protein_coding	protein_coding	1	cdna
ENSMUST00000193539.6	ENSMUSG00000079164	Tlr5	protein_coding	protein_coding_CDS_not_defined	1	cdna
ENSMUST00000195614.2	ENSMUSG00000079164	Tlr5	protein_coding	protein_coding_CDS_not_defined	1	cdna
ENSMUST00000191820.3	ENSMUSG00000079164	Tlr5	protein_coding	protein_coding	1	cdna
ENSMUST00000062125.11	ENSMUSG00000048429	Timm29	protein_coding	protein_coding	9	cdna
ENSMUST00000233440.2	ENSMUSG00000004865	Srpk1	protein_coding	retained_intron	17	cdna
ENSMUST00000130643.9	ENSMUSG00000004865	Srpk1	protein_coding	protein_coding	17	cdna
ENSMUST00000136504.3	ENSMUSG00000004865	Srpk1	protein_coding	retained_intron	17	cdna
ENSMUST00000004987.17	ENSMUSG00000004865	Srpk1	protein_coding	nonsense_mediated_decay	17	cdna
ENSMUST00000232882.2	ENSMUSG00000004865	Srpk1	protein_coding	retained_intron	17	cdna
ENSMUST00000126683.2	ENSMUSG00000004865	Srpk1	protein_coding	retained_intron	17	cdna
ENSMUST00000233353.2	ENSMUSG00000004865	Srpk1	protein_coding	protein_coding	17	cdna
ENSMUST00000233794.2	ENSMUSG00000004865	Srpk1	protein_coding	protein_coding	17	cdna
ENSMUST00000145730.2	ENSMUSG00000004865	Srpk1	protein_coding	retained_intron	17	cdna
ENSMUST00000233129.2	ENSMUSG00000004865	Srpk1	protein_coding	protein_coding	17	cdna
ENSMUST00000232751.2	ENSMUSG00000004865	Srpk1	protein_coding	protein_coding	17	cdna
ENSMUST00000145023.3	ENSMUSG00000004865	Srpk1	protein_coding	retained_intron	17	cdna
ENSMUST00000114767.3	ENSMUSG00000004865	Srpk1	protein_coding	protein_coding	17	cdna
ENSMUST00000171366.7	ENSMUSG00000030768	Disp1	protein_coding	protein_coding	1	cdna
ENSMUST00000003035.12	ENSMUSG00000030768	Disp1	protein_coding	protein_coding	1	cdna
ENSMUST00000195372.2	ENSMUSG00000030768	Disp1	protein_coding	protein_coding	1	cdna
ENSMUST00000192915.2	ENSMUSG00000030768	Disp1	protein_coding	retained_intron	1	cdna
ENSMUST00000194033.2	ENSMUSG00000030768	Disp1	protein_coding	protein_coding	1	cdna
ENSMUST00000034713.9	ENSMUSG00000032193	Ldlr	protein_coding	protein_coding	9	cdna
ENSMUST00000215917.2	ENSMUSG00000032193	Ldlr	protein_coding	retained_intron	9	cdna
ENSMUST00000213114.2	ENSMUSG00000032193	Ldlr	protein_coding	protein_coding	9	cdna
ENSMUST00000217111.2	ENSMUSG00000032193	Ldlr	protein_coding	retained_intron	9	cdna
ENSMUST00000214359.2	ENSMUSG00000032193	Ldlr	protein_coding	retained_intron	9	cdna
ENSMUST00000217613.2	ENSMUSG00000032193	Ldlr	protein_coding	retained_intron	9	cdna
ENSMUST00000214549.2	ENSMUSG00000032193	Ldlr	protein_coding	retained_intron	9	cdna
ENSMUST00000125755.8	ENSMUSG00000002342	Tmem161a	protein_coding	protein_coding_CDS_not_defined	8	cdna
ENSMUST00000182715.8	ENSMUSG00000002342	Tmem161a	protein_coding	nonsense_mediated_decay	8	cdna
ENSMUST00000002413.15	ENSMUSG00000002342	Tmem161a	protein_coding	protein_coding	8	cdna
ENSMUST00000182980.8	ENSMUSG00000002342	Tmem161a	protein_coding	protein_coding	8	cdna
ENSMUST00000147656.8	ENSMUSG00000002342	Tmem161a	protein_coding	nonsense_mediated_decay	8	cdna
ENSMUST00000133339.8	ENSMUSG00000002342	Tmem161a	protein_coding	retained_intron	8	cdna
ENSMUST00000123923.2	ENSMUSG00000002342	Tmem161a	protein_coding	protein_coding_CDS_not_defined	8	cdna
ENSMUST00000182365.8	ENSMUSG00000002342	Tmem161a	protein_coding	protein_coding	8	cdna
ENSMUST00000149105.2	ENSMUSG00000002342	Tmem161a	protein_coding	protein_coding	8	cdna
ENSMUST00000126268.2	ENSMUSG00000002342	Tmem161a	protein_coding	retained_intron	8	cdna
ENSMUST00000182942.2	ENSMUSG00000002342	Tmem161a	protein_coding	protein_coding_CDS_not_defined	8	cdna
ENSMUST00000125906.8	ENSMUSG00000002342	Tmem161a	protein_coding	nonsense_mediated_decay	8	cdna
ENSMUST00000133084.8	ENSMUSG00000002342	Tmem161a	protein_coding	retained_intron	8	cdna
ENSMUST00000143543.2	ENSMUSG00000002342	Tmem161a	protein_coding	retained_intron	8	cdna
ENSMUST00000029540.13	ENSMUSG00000027931	Npr1	protein_coding	protein_coding	3	cdna
ENSMUST00000152510.2	ENSMUSG00000027931	Npr1	protein_coding	retained_intron	3	cdna
ENSMUST00000142243.2	ENSMUSG00000027931	Npr1	protein_coding	protein_coding_CDS_not_defined	3	cdna
ENSMUST00000146991.2	ENSMUSG00000027931	Npr1	protein_coding	retained_intron	3	cdna
ENSMUST00000124760.2	ENSMUSG00000027931	Npr1	protein_coding	nonsense_mediated_decay	3	cdna
ENSMUST00000087285.5	ENSMUSG00000067261	Foxd3	protein_coding	protein_coding	4	cdna
ENSMUST00000137473.8	ENSMUSG00000073792	Alg6	protein_coding	retained_intron	4	cdna
ENSMUST00000144805.8	ENSMUSG00000073792	Alg6	protein_coding	retained_intron	4	cdna
ENSMUST00000097961.9	ENSMUSG00000073792	Alg6	protein_coding	protein_coding	4	cdna
ENSMUST00000141870.8	ENSMUSG00000073792	Alg6	protein_coding	protein_coding_CDS_not_defined	4	cdna
ENSMUST00000107004.9	ENSMUSG00000073792	Alg6	protein_coding	protein_coding	4	cdna
ENSMUST00000139799.3	ENSMUSG00000073792	Alg6	protein_coding	protein_coding	4	cdna
ENSMUST00000124147.2	ENSMUSG00000073792	Alg6	protein_coding	retained_intron	4	cdna
ENSMUST00000050867.8	ENSMUSG00000034889	Cactin	protein_coding	protein_coding	10	cdna
ENSMUST00000218120.2	ENSMUSG00000034889	Cactin	protein_coding	protein_coding	10	cdna
ENSMUST00000219285.2	ENSMUSG00000034889	Cactin	protein_coding	retained_intron	10	cdna
ENSMUST00000057062.12	ENSMUSG00000046836	Brox	protein_coding	protein_coding	1	cdna
ENSMUST00000163528.8	ENSMUSG00000046836	Brox	protein_coding	protein_coding	1	cdna
ENSMUST00000194327.6	ENSMUSG00000046836	Brox	protein_coding	nonsense_mediated_decay	1	cdna
ENSMUST00000194695.2	ENSMUSG00000046836	Brox	protein_coding	retained_intron	1	cdna
ENSMUST00000194089.6	ENSMUSG00000046836	Brox	protein_coding	retained_intron	1	cdna
ENSMUST00000195054.6	ENSMUSG00000046836	Brox	protein_coding	nonsense_mediated_decay	1	cdna
ENSMUST00000194438.2	ENSMUSG00000046836	Brox	protein_coding	retained_intron	1	cdna
ENSMUST00000193326.6	ENSMUSG00000046836	Brox	protein_coding	protein_coding_CDS_not_defined	1	cdna
ENSMUST00000192829.2	ENSMUSG00000046836	Brox	protein_coding	protein_coding	1	cdna
ENSMUST00000105325.4	ENSMUSG00000034881	Tbxa2r	protein_coding	protein_coding	10	cdna
ENSMUST00000220312.2	ENSMUSG00000034881	Tbxa2r	protein_coding	protein_coding	10	cdna
ENSMUST00000196769.5	ENSMUSG00000001016	Ilf2	protein_coding	retained_intron	3	cdna
ENSMUST00000197644.2	ENSMUSG00000001016	Ilf2	protein_coding	retained_intron	3	cdna
ENSMUST00000198738.5	ENSMUSG00000001016	Ilf2	protein_coding	retained_intron	3	cdna
ENSMUST00000001042.10	ENSMUSG00000001016	Ilf2	protein_coding	protein_coding	3	cdna
ENSMUST00000198325.5	ENSMUSG00000001016	Ilf2	protein_coding	retained_intron	3	cdna
ENSMUST00000198641.2	ENSMUSG00000001016	Ilf2	protein_coding	retained_intron	3	cdna
ENSMUST00000084526.12	ENSMUSG00000066150	Slc31a1	protein_coding	protein_coding	4	cdna
ENSMUST00000122092.2	ENSMUSG00000066150	Slc31a1	protein_coding	protein_coding	4	cdna
ENSMUST00000045102.7	ENSMUSG00000034872	Gipc3	protein_coding	protein_coding	10	cdna
ENSMUST00000098942.6	ENSMUSG00000074476	Spc24	protein_coding	protein_coding	9	cdna
ENSMUST00000217382.2	ENSMUSG00000074476	Spc24	protein_coding	protein_coding	9	cdna
ENSMUST00000213665.2	ENSMUSG00000074476	Spc24	protein_coding	retained_intron	9	cdna
ENSMUST00000216057.2	ENSMUSG00000074476	Spc24	protein_coding	protein_coding	9	cdna
ENSMUST00000214149.2	ENSMUSG00000074476	Spc24	protein_coding	protein_coding	9	cdna
ENSMUST00000134727.8	ENSMUSG00000066149	Cdc26	protein_coding	nonsense_mediated_decay	4	cdna
ENSMUST00000084525.12	ENSMUSG00000066149	Cdc26	protein_coding	protein_coding	4	cdna
ENSMUST00000107459.2	ENSMUSG00000066149	Cdc26	protein_coding	protein_coding	4	cdna
ENSMUST00000156854.2	ENSMUSG00000066149	Cdc26	protein_coding	retained_intron	4	cdna
ENSMUST00000105323.8	ENSMUSG00000020232	Hmg20b	protein_coding	protein_coding	10	cdna
ENSMUST00000122993.8	ENSMUSG00000020232	Hmg20b	protein_coding	protein_coding	10	cdna
ENSMUST00000132313.2	ENSMUSG00000020232	Hmg20b	protein_coding	retained_intron	10	cdna
ENSMUST00000020454.11	ENSMUSG00000020232	Hmg20b	protein_coding	protein_coding	10	cdna
ENSMUST00000105324.9	ENSMUSG00000020232	Hmg20b	protein_coding	protein_coding	10	cdna
ENSMUST00000134857.2	ENSMUSG00000020232	Hmg20b	protein_coding	retained_intron	10	cdna
ENSMUST00000141171.8	ENSMUSG00000020232	Hmg20b	protein_coding	protein_coding	10	cdna
ENSMUST00000154609.3	ENSMUSG00000020232	Hmg20b	protein_coding	protein_coding	10	cdna
ENSMUST00000140268.2	ENSMUSG00000020232	Hmg20b	protein_coding	retained_intron	10	cdna
ENSMUST00000148839.8	ENSMUSG00000020232	Hmg20b	protein_coding	protein_coding_CDS_not_defined	10	cdna
ENSMUST00000129482.2	ENSMUSG00000020232	Hmg20b	protein_coding	retained_intron	10	cdna
ENSMUST00000140160.2	ENSMUSG00000020232	Hmg20b	protein_coding	protein_coding_CDS_not_defined	10	cdna
ENSMUST00000031017.11	ENSMUSG00000029135	Fosl2	protein_coding	protein_coding	5	cdna
ENSMUST00000201110.2	ENSMUSG00000029135	Fosl2	protein_coding	retained_intron	5	cdna
ENSMUST00000202169.2	ENSMUSG00000029135	Fosl2	protein_coding	retained_intron	5	cdna
ENSMUST00000144935.9	ENSMUSG00000000318	Clec10a	protein_coding	protein_coding	11	cdna
ENSMUST00000102571.10	ENSMUSG00000000318	Clec10a	protein_coding	protein_coding	11	cdna
ENSMUST00000178945.8	ENSMUSG00000000318	Clec10a	protein_coding	protein_coding	11	cdna
ENSMUST00000000327.13	ENSMUSG00000000318	Clec10a	protein_coding	protein_coding	11	cdna
ENSMUST00000178567.3	ENSMUSG00000000318	Clec10a	protein_coding	protein_coding	11	cdna
ENSMUST00000152635.2	ENSMUSG00000000318	Clec10a	protein_coding	protein_coding	11	cdna
ENSMUST00000150966.8	ENSMUSG00000000318	Clec10a	protein_coding	protein_coding_CDS_not_defined	11	cdna
ENSMUST00000143298.8	ENSMUSG00000000318	Clec10a	protein_coding	retained_intron	11	cdna
ENSMUST00000180106.2	ENSMUSG00000000318	Clec10a	protein_coding	retained_intron	11	cdna
ENSMUST00000153959.2	ENSMUSG00000000318	Clec10a	protein_coding	protein_coding	11	cdna
ENSMUST00000084524.4	ENSMUSG00000066148	Prpf4	protein_coding	protein_coding	4	cdna
ENSMUST00000148774.2	ENSMUSG00000066148	Prpf4	protein_coding	protein_coding_CDS_not_defined	4	cdna
ENSMUST00000034717.7	ENSMUSG00000032194	Kank2	protein_coding	protein_coding	9	cdna
ENSMUST00000216008.2	ENSMUSG00000032194	Kank2	protein_coding	nonsense_mediated_decay	9	cdna
ENSMUST00000213691.2	ENSMUSG00000032194	Kank2	protein_coding	protein_coding	9	cdna
ENSMUST00000077636.8	ENSMUSG00000040751	Lat2	protein_coding	protein_coding	5	cdna
ENSMUST00000036362.13	ENSMUSG00000040751	Lat2	protein_coding	protein_coding	5	cdna
ENSMUST00000200998.4	ENSMUSG00000040751	Lat2	protein_coding	protein_coding	5	cdna
ENSMUST00000201632.2	ENSMUSG00000040751	Lat2	protein_coding	protein_coding	5	cdna
ENSMUST00000200945.4	ENSMUSG00000040751	Lat2	protein_coding	protein_coding_CDS_not_defined	5	cdna
ENSMUST00000200737.4	ENSMUSG00000040751	Lat2	protein_coding	nonsense_mediated_decay	5	cdna
ENSMUST00000202746.2	ENSMUSG00000040751	Lat2	protein_coding	retained_intron	5	cdna
ENSMUST00000202461.4	ENSMUSG00000040751	Lat2	protein_coding	protein_coding_CDS_not_defined	5	cdna
ENSMUST00000202085.2	ENSMUSG00000040751	Lat2	protein_coding	protein_coding	5	cdna
ENSMUST00000201832.2	ENSMUSG00000040751	Lat2	protein_coding	retained_intron	5	cdna
ENSMUST00000107352.2	ENSMUSG00000001018	Snapin	protein_coding	retained_intron	3	cdna
ENSMUST00000149884.2	ENSMUSG00000001018	Snapin	protein_coding	protein_coding	3	cdna
ENSMUST00000185005.2	ENSMUSG00000001018	Snapin	protein_coding	nonsense_mediated_decay	3	cdna
ENSMUST00000184877.8	ENSMUSG00000001018	Snapin	protein_coding	nonsense_mediated_decay	3	cdna
ENSMUST00000107351.2	ENSMUSG00000001018	Snapin	protein_coding	retained_intron	3	cdna
ENSMUST00000232805.2	ENSMUSG00000036196	Slc26a8	protein_coding	protein_coding	17	cdna
ENSMUST00000114764.8	ENSMUSG00000036196	Slc26a8	protein_coding	protein_coding	17	cdna
ENSMUST00000233249.2	ENSMUSG00000036196	Slc26a8	protein_coding	protein_coding	17	cdna
ENSMUST00000145224.2	ENSMUSG00000036196	Slc26a8	protein_coding	protein_coding	17	cdna
ENSMUST00000233398.2	ENSMUSG00000036196	Slc26a8	protein_coding	protein_coding	17	cdna
ENSMUST00000233689.2	ENSMUSG00000036196	Slc26a8	protein_coding	retained_intron	17	cdna
ENSMUST00000233903.2	ENSMUSG00000036196	Slc26a8	protein_coding	nonsense_mediated_decay	17	cdna
ENSMUST00000233213.2	ENSMUSG00000036196	Slc26a8	protein_coding	protein_coding_CDS_not_defined	17	cdna
ENSMUST00000107343.8	ENSMUSG00000001017	Chtop	protein_coding	protein_coding	3	cdna
ENSMUST00000001043.14	ENSMUSG00000001017	Chtop	protein_coding	protein_coding	3	cdna
ENSMUST00000107344.8	ENSMUSG00000001017	Chtop	protein_coding	protein_coding	3	cdna
ENSMUST00000076639.11	ENSMUSG00000001017	Chtop	protein_coding	protein_coding	3	cdna
ENSMUST00000049937.13	ENSMUSG00000001017	Chtop	protein_coding	protein_coding	3	cdna
ENSMUST00000249613.1	ENSMUSG00000001017	Chtop	protein_coding	protein_coding	3	cdna
ENSMUST00000107346.8	ENSMUSG00000001017	Chtop	protein_coding	protein_coding	3	cdna
ENSMUST00000107342.2	ENSMUSG00000001017	Chtop	protein_coding	protein_coding	3	cdna
ENSMUST00000146740.8	ENSMUSG00000001017	Chtop	protein_coding	protein_coding	3	cdna
ENSMUST00000131868.2	ENSMUSG00000001017	Chtop	protein_coding	protein_coding	3	cdna
ENSMUST00000107455.8	ENSMUSG00000063851	Rnf183	protein_coding	protein_coding	4	cdna
ENSMUST00000107454.2	ENSMUSG00000063851	Rnf183	protein_coding	protein_coding	4	cdna
ENSMUST00000079420.7	ENSMUSG00000063851	Rnf183	protein_coding	protein_coding	4	cdna
ENSMUST00000086361.13	ENSMUSG00000057191	AB124611	protein_coding	protein_coding	9	cdna
ENSMUST00000173769.4	ENSMUSG00000057191	AB124611	protein_coding	protein_coding	9	cdna
ENSMUST00000076326.8	ENSMUSG00000057191	AB124611	protein_coding	nonsense_mediated_decay	9	cdna
ENSMUST00000146108.8	ENSMUSG00000028391	Wdr31	protein_coding	protein_coding_CDS_not_defined	4	cdna
ENSMUST00000120095.8	ENSMUSG00000028391	Wdr31	protein_coding	protein_coding	4	cdna
ENSMUST00000132263.8	ENSMUSG00000028391	Wdr31	protein_coding	protein_coding	4	cdna
ENSMUST00000030087.14	ENSMUSG00000028391	Wdr31	protein_coding	protein_coding	4	cdna
ENSMUST00000107452.8	ENSMUSG00000028391	Wdr31	protein_coding	protein_coding	4	cdna
ENSMUST00000153615.2	ENSMUSG00000028391	Wdr31	protein_coding	retained_intron	4	cdna
ENSMUST00000149281.2	ENSMUSG00000028391	Wdr31	protein_coding	retained_intron	4	cdna
ENSMUST00000155522.8	ENSMUSG00000028391	Wdr31	protein_coding	protein_coding	4	cdna
ENSMUST00000135811.2	ENSMUSG00000028391	Wdr31	protein_coding	protein_coding	4	cdna
ENSMUST00000028599.8	ENSMUSG00000027176	Cstf3	protein_coding	protein_coding	2	cdna
ENSMUST00000137961.2	ENSMUSG00000027176	Cstf3	protein_coding	retained_intron	2	cdna
ENSMUST00000122900.2	ENSMUSG00000027176	Cstf3	protein_coding	retained_intron	2	cdna
ENSMUST00000124944.2	ENSMUSG00000027176	Cstf3	protein_coding	protein_coding_CDS_not_defined	2	cdna
ENSMUST00000131761.2	ENSMUSG00000027176	Cstf3	protein_coding	protein_coding_CDS_not_defined	2	cdna
ENSMUST00000126539.2	ENSMUSG00000027176	Cstf3	protein_coding	protein_coding_CDS_not_defined	2	cdna
ENSMUST00000192252.2	ENSMUSG00000042901	Aida	protein_coding	retained_intron	1	cdna
ENSMUST00000109166.8	ENSMUSG00000042901	Aida	protein_coding	protein_coding	1	cdna
ENSMUST00000191782.2	ENSMUSG00000042901	Aida	protein_coding	protein_coding_CDS_not_defined	1	cdna
ENSMUST00000193625.2	ENSMUSG00000042901	Aida	protein_coding	protein_coding	1	cdna
ENSMUST00000193959.6	ENSMUSG00000042901	Aida	protein_coding	nonsense_mediated_decay	1	cdna
ENSMUST00000194652.6	ENSMUSG00000042901	Aida	protein_coding	retained_intron	1	cdna
ENSMUST00000193359.6	ENSMUSG00000042901	Aida	protein_coding	retained_intron	1	cdna
ENSMUST00000192293.2	ENSMUSG00000042901	Aida	protein_coding	retained_intron	1	cdna
ENSMUST00000195268.2	ENSMUSG00000042901	Aida	protein_coding	retained_intron	1	cdna
ENSMUST00000110127.8	ENSMUSG00000002346	Slc25a42	protein_coding	protein_coding	8	cdna
ENSMUST00000139333.8	ENSMUSG00000002346	Slc25a42	protein_coding	retained_intron	8	cdna
ENSMUST00000150706.8	ENSMUSG00000002346	Slc25a42	protein_coding	retained_intron	8	cdna
ENSMUST00000134596.2	ENSMUSG00000002346	Slc25a42	protein_coding	retained_intron	8	cdna
ENSMUST00000032633.12	ENSMUSG00000030450	Oca2	protein_coding	protein_coding	7	cdna
ENSMUST00000155533.2	ENSMUSG00000030450	Oca2	protein_coding	protein_coding	7	cdna
ENSMUST00000152693.8	ENSMUSG00000030450	Oca2	protein_coding	nonsense_mediated_decay	7	cdna
ENSMUST00000156886.8	ENSMUSG00000030450	Oca2	protein_coding	protein_coding	7	cdna
ENSMUST00000144739.8	ENSMUSG00000030450	Oca2	protein_coding	nonsense_mediated_decay	7	cdna
ENSMUST00000154559.2	ENSMUSG00000030450	Oca2	protein_coding	protein_coding_CDS_not_defined	7	cdna
ENSMUST00000019679.12	ENSMUSG00000002343	Armc6	protein_coding	protein_coding	8	cdna
ENSMUST00000139765.2	ENSMUSG00000002343	Armc6	protein_coding	retained_intron	8	cdna
ENSMUST00000136666.2	ENSMUSG00000002343	Armc6	protein_coding	retained_intron	8	cdna
ENSMUST00000147387.2	ENSMUSG00000002343	Armc6	protein_coding	retained_intron	8	cdna
ENSMUST00000135931.2	ENSMUSG00000002343	Armc6	protein_coding	retained_intron	8	cdna
ENSMUST00000130319.2	ENSMUSG00000002343	Armc6	protein_coding	protein_coding	8	cdna
ENSMUST00000240547.1	ENSMUSG00000056880	Gadl1	protein_coding	protein_coding	9	cdna
ENSMUST00000121770.3	ENSMUSG00000056880	Gadl1	protein_coding	protein_coding	9	cdna
ENSMUST00000069651.14	ENSMUSG00000056880	Gadl1	protein_coding	protein_coding	9	cdna
ENSMUST00000119291.8	ENSMUSG00000056880	Gadl1	protein_coding	protein_coding	9	cdna
ENSMUST00000240548.1	ENSMUSG00000056880	Gadl1	protein_coding	protein_coding	9	cdna
ENSMUST00000004990.14	ENSMUSG00000053436	Mapk14	protein_coding	protein_coding	17	cdna
ENSMUST00000114754.8	ENSMUSG00000053436	Mapk14	protein_coding	protein_coding	17	cdna
ENSMUST00000062694.16	ENSMUSG00000053436	Mapk14	protein_coding	protein_coding	17	cdna
ENSMUST00000124886.9	ENSMUSG00000053436	Mapk14	protein_coding	protein_coding	17	cdna
ENSMUST00000114758.9	ENSMUSG00000053436	Mapk14	protein_coding	protein_coding	17	cdna
ENSMUST00000233811.2	ENSMUSG00000053436	Mapk14	protein_coding	nonsense_mediated_decay	17	cdna
ENSMUST00000233250.2	ENSMUSG00000053436	Mapk14	protein_coding	protein_coding	17	cdna
ENSMUST00000114752.3	ENSMUSG00000053436	Mapk14	protein_coding	protein_coding	17	cdna
ENSMUST00000233095.2	ENSMUSG00000053436	Mapk14	protein_coding	protein_coding_CDS_not_defined	17	cdna
ENSMUST00000151613.2	ENSMUSG00000053436	Mapk14	protein_coding	retained_intron	17	cdna
ENSMUST00000141730.8	ENSMUSG00000020721	Helz	protein_coding	protein_coding_CDS_not_defined	11	cdna
ENSMUST00000100305.8	ENSMUSG00000020721	Helz	protein_coding	protein_coding	11	cdna
ENSMUST00000106746.8	ENSMUSG00000020721	Helz	protein_coding	protein_coding	11	cdna
ENSMUST00000133862.2	ENSMUSG00000020721	Helz	protein_coding	protein_coding	11	cdna
ENSMUST00000143634.2	ENSMUSG00000020721	Helz	protein_coding	protein_coding_CDS_not_defined	11	cdna
ENSMUST00000154847.2	ENSMUSG00000020721	Helz	protein_coding	protein_coding_CDS_not_defined	11	cdna
ENSMUST00000153080.2	ENSMUSG00000020721	Helz	protein_coding	protein_coding_CDS_not_defined	11	cdna
ENSMUST00000075012.8	ENSMUSG00000020721	Helz	protein_coding	protein_coding	11	cdna
ENSMUST00000164403.8	ENSMUSG00000036054	Sugp2	protein_coding	protein_coding	8	cdna
ENSMUST00000131489.8	ENSMUSG00000036054	Sugp2	protein_coding	nonsense_mediated_decay	8	cdna
ENSMUST00000093458.11	ENSMUSG00000036054	Sugp2	protein_coding	protein_coding	8	cdna
ENSMUST00000145078.8	ENSMUSG00000036054	Sugp2	protein_coding	protein_coding	8	cdna
ENSMUST00000136758.2	ENSMUSG00000036054	Sugp2	protein_coding	retained_intron	8	cdna
ENSMUST00000155771.2	ENSMUSG00000036054	Sugp2	protein_coding	protein_coding	8	cdna
ENSMUST00000156330.2	ENSMUSG00000036054	Sugp2	protein_coding	retained_intron	8	cdna
ENSMUST00000135640.2	ENSMUSG00000036054	Sugp2	protein_coding	retained_intron	8	cdna
ENSMUST00000148378.8	ENSMUSG00000036054	Sugp2	protein_coding	protein_coding_CDS_not_defined	8	cdna
ENSMUST00000126239.2	ENSMUSG00000036054	Sugp2	protein_coding	protein_coding	8	cdna
ENSMUST00000130492.2	ENSMUSG00000036054	Sugp2	protein_coding	retained_intron	8	cdna
ENSMUST00000133924.8	ENSMUSG00000036054	Sugp2	protein_coding	protein_coding_CDS_not_defined	8	cdna
ENSMUST00000136391.2	ENSMUSG00000036054	Sugp2	protein_coding	retained_intron	8	cdna
ENSMUST00000129402.2	ENSMUSG00000036054	Sugp2	protein_coding	protein_coding_CDS_not_defined	8	cdna
ENSMUST00000195809.2	ENSMUSG00000053461	Hhipl2	protein_coding	protein_coding_CDS_not_defined	1	cdna
ENSMUST00000065900.10	ENSMUSG00000053461	Hhipl2	protein_coding	protein_coding	1	cdna
ENSMUST00000193862.2	ENSMUSG00000053461	Hhipl2	protein_coding	protein_coding_CDS_not_defined	1	cdna
ENSMUST00000192527.2	ENSMUSG00000053461	Hhipl2	protein_coding	protein_coding	1	cdna
ENSMUST00000111118.8	ENSMUSG00000027175	Tcp11l1	protein_coding	protein_coding	2	cdna
ENSMUST00000129792.8	ENSMUSG00000027175	Tcp11l1	protein_coding	retained_intron	2	cdna
ENSMUST00000137428.8	ENSMUSG00000027175	Tcp11l1	protein_coding	protein_coding_CDS_not_defined	2	cdna
ENSMUST00000129571.2	ENSMUSG00000027175	Tcp11l1	protein_coding	protein_coding_CDS_not_defined	2	cdna
ENSMUST00000132600.2	ENSMUSG00000027175	Tcp11l1	protein_coding	protein_coding_CDS_not_defined	2	cdna
ENSMUST00000028597.4	ENSMUSG00000027175	Tcp11l1	protein_coding	protein_coding	2	cdna
ENSMUST00000126310.8	ENSMUSG00000027175	Tcp11l1	protein_coding	protein_coding_CDS_not_defined	2	cdna
ENSMUST00000060738.9	ENSMUSG00000044080	S100a1	protein_coding	protein_coding	3	cdna
ENSMUST00000107340.2	ENSMUSG00000044080	S100a1	protein_coding	protein_coding	3	cdna
ENSMUST00000068911.13	ENSMUSG00000055026	Gabrg3	protein_coding	protein_coding	7	cdna
ENSMUST00000068394.7	ENSMUSG00000055026	Gabrg3	protein_coding	protein_coding	7	cdna
ENSMUST00000171965.2	ENSMUSG00000055026	Gabrg3	protein_coding	retained_intron	7	cdna
ENSMUST00000044844.9	ENSMUSG00000034854	Mfsd12	protein_coding	protein_coding	10	cdna
ENSMUST00000132368.2	ENSMUSG00000034854	Mfsd12	protein_coding	nonsense_mediated_decay	10	cdna
ENSMUST00000048138.8	ENSMUSG00000042312	S100a13	protein_coding	protein_coding	3	cdna
ENSMUST00000199538.5	ENSMUSG00000042306	S100a14	protein_coding	protein_coding	3	cdna
ENSMUST00000164481.7	ENSMUSG00000042306	S100a14	protein_coding	protein_coding	3	cdna
ENSMUST00000167598.6	ENSMUSG00000042306	S100a14	protein_coding	protein_coding	3	cdna
ENSMUST00000200565.2	ENSMUSG00000042306	S100a14	protein_coding	retained_intron	3	cdna
ENSMUST00000194543.4	ENSMUSG00000056050	Mia3	protein_coding	protein_coding	1	cdna
ENSMUST00000195233.3	ENSMUSG00000056050	Mia3	protein_coding	protein_coding	1	cdna
