event	event_type	arm	dPSI_oriented
ENSMUSG00000004980;SE:6:51444275-51444371:51444406-51446651:-	SE	A485	0.5744173022275745
ENSMUSG00000005204;AF:11:69571676-69572489:69572672:69571676-69572815:69572910:-	AF	A485	0.4245696647347136
ENSMUSG00000005370;AF:17:88282490:88282833-88287619:88287131:88287225-88287619:+	AF	A485	0.21313444207185095
ENSMUSG00000005672;A5:5:75799818-75801153:75799806-75801153:+	A5	A485	-0.1236585566948869
ENSMUSG00000006398;A5:4:118292073-118292670:118292073-118292974:-	A5	A485	0.0
ENSMUSG00000006398;SE:4:118292073-118292670:118292898-118292974:-	SE	A485	-0.1508482260841303
ENSMUSG00000006418;SE:2:167345521-167348967:167349117-167352796:+	SE	A485	0.30301351467718934
ENSMUSG00000006818;A5:17:13227320-13229407:13227273-13229407:+	A5	A485	0.18644681415583575
ENSMUSG00000007656;A5:9:74945005-74945189:74945001-74945189:+	A5	A485	0.11708307169285465
ENSMUSG00000007656;AF:9:74945000:74945243-74959515:74959259:74959285-74959515:+	AF	A485	0.2340840938262077
ENSMUSG00000008859;AF:13:18071687-18118324:18118534:18071687-18118602:18118824:-	AF	A485	0.14391985389748385
ENSMUSG00000010592;AF:17:50596266-50599849:50599920:50596266-50600435:50600664:-	AF	A485	0.14174500658720032
ENSMUSG00000010607;AF:9:22068142:22068209-22069028:22068242:22068323-22069028:+	AF	A485	0.029929188684763575
ENSMUSG00000011257;SE:4:123189114-123189543:123189629-123189723:+	SE	A485	0.532664682538141
ENSMUSG00000011960;SE:15:98444475-98444626:98444789-98446547:-	SE	A485	0.28851150069159104
ENSMUSG00000012405;A5:14:4198851-4199236:4198737-4199236:+	A5	A485	0.28524476674308474
ENSMUSG00000012405;A5:14:4198873-4199236:4198737-4199236:+	A5	A485	0.18911057347557592
ENSMUSG00000014226;A5:1:160034279-160035949:160034279-160035958:-	A5	A485	-0.003503108243733455
ENSMUSG00000014633;SE:8:117620898-117623079:117623253-117637867:-	SE	A485	-0.04570843832868636
ENSMUSG00000014769;AF:17:15714785-15718415:15718560:15714785-15719495:15720013:-	AF	A485	-0.24003382496794778
ENSMUSG00000015357;SE:9:65217593-65219380:65219421-65223926:+	SE	A485	0.2655330956169334
ENSMUSG00000015575;AF:17:26895131:26895288-26901652:26895386:26895552-26901652:+	AF	A485	0.23004508358351655
ENSMUSG00000015697;A3:3:95247376-95247473:95247373-95247473:-	A3	A485	0.4242547950111686
ENSMUSG00000015869;SE:11:116368941-116369351:116369466-116370478:-	SE	A485	-0.2152741173964825
ENSMUSG00000016559;RI:11:115914451:115914604-115914708:115914845:-	RI	A485	-0.020591313666638855
ENSMUSG00000016619;SE:15:84807851-84808970:84809097-84811569:+	SE	A485	0.019482233257001366
ENSMUSG00000017404;AF:11:97917536:97917588-97918649:97917750:97917816-97918649:+	AF	A485	-0.00976741957661811
ENSMUSG00000017715;A3:11:117896717-117905400:117896717-117905473:+	A3	A485	0.07775396658609178
ENSMUSG00000018363;SE:11:106747090-106750538:106750622-106755538:-	SE	A485	0.04848391545599595
ENSMUSG00000018363;SE:11:106759494-106759823:106759934-106762328:-	SE	A485	0.04848391545599565
ENSMUSG00000018363;SE:11:106762436-106766727:106766765-106811007:-	SE	A485	0.046581566859471374
ENSMUSG00000018379;A3:11:87940041-87940238:87940041-87940803:+	A3	A485	0.3816504414841786
ENSMUSG00000018379;SE:11:87940041-87940238:87940424-87940803:+	SE	A485	-0.007194952429922033
ENSMUSG00000018648;AF:11:83941746-83957811:83957906:83941746-83959307:83959405:-	AF	A485	0.0030873519618738847
ENSMUSG00000018648;AF:11:83941746-83959096:83959183:83941746-83959307:83959405:-	AF	A485	0.17146358592601518
ENSMUSG00000018666;SE:11:96693648-96697442:96697590-96699010:+	SE	A485	0.530119905690582
ENSMUSG00000019179;MX:5:135807655-135812159:135812327-135814783:135807655-135813038:135813121-135814783:+	MX	A485	-0.14748674839705295
ENSMUSG00000019179;SE:5:135812327-135813038:135813121-135814783:+	SE	A485	-0.13689981484718072
ENSMUSG00000019710;A5:3:87827012-87829124:87826958-87829124:+	A5	A485	0.2884723825499479
ENSMUSG00000019792;SE:10:30442502-30463435:30463591-30466021:-	SE	A485	0.2244861421647768
ENSMUSG00000019792;SE:10:30466931-30467017:30467098-30470111:-	SE	A485	0.27292072563895897
ENSMUSG00000019804;SE:10:42378488-42401950:42402045-42409145:+	SE	A485	0.22720240710550677
ENSMUSG00000019818;AF:10:41395497:41395696-41397914:41395888:41395946-41397914:+	AF	A485	0.3436820861084142
ENSMUSG00000019837;A5:10:40133289-40133562:40133289-40133575:-	A5	A485	0.2769047312648972
ENSMUSG00000019843;MX:10:39402926-39405433:39405597-39408012:39402926-39405915:39406070-39408012:+	MX	A485	0.16952233543593154
ENSMUSG00000019843;SE:10:39402926-39405433:39405597-39408012:+	SE	A485	0.07077622685067964
ENSMUSG00000019942;AF:10:69185988-69186594:69186660:69185988-69188666:69188740:-	AF	A485	-0.2573329826431664
ENSMUSG00000020079;A5:10:62277025-62279158:62277025-62279174:-	A5	A485	-0.09954807305618263
ENSMUSG00000020107;AF:10:59832436-59838240:59838591:59832436-59838778:59838957:-	AF	A485	0.04806200862262078
ENSMUSG00000020107;SE:10:59826729-59832270:59832436-59838240:-	SE	A485	0.04373658447290396
ENSMUSG00000020107;SE:10:59826729-59832270:59832436-59838778:-	SE	A485	-0.045435029540435545
ENSMUSG00000020115;A5:10:121407929-121412179:121407929-121412183:-	A5	A485	0.048003177180700574
ENSMUSG00000020288;AF:11:23446881-23447502:23447538:23446881-23447775:23448030:-	AF	A485	0.2989672004781845
ENSMUSG00000020358;A3:11:51492717-51493420:51492305-51493420:-	A3	A485	0.3203068920630333
ENSMUSG00000020358;SE:11:51492305-51492577:51492717-51493420:-	SE	A485	0.17702006468870274
ENSMUSG00000020530;AF:11:84760898-84761289:84761317:84760898-84761464:84761472:-	AF	A485	0.1509265977933355
ENSMUSG00000020561;SE:12:33479907-33483504:33483645-33486935:+	SE	A485	0.050792938335282756
ENSMUSG00000020687;A3:11:104417010-104417689:104416992-104417689:-	A3	A485	0.12236470673704723
ENSMUSG00000020687;SE:11:104411662-104412207:104412414-104413549:-	SE	A485	0.116281089268915
ENSMUSG00000020737;AF:11:115394000-115404853:115404974:115394000-115405046:115405197:-	AF	A485	0.028641014436893986
ENSMUSG00000020737;AF:11:115394000-115404853:115404974:115394000-115405046:115405213:-	AF	A485	0.25803146069432953
ENSMUSG00000020738;SE:11:115425509-115425896:115425971-115426605:-	SE	A485	-0.05330595139147071
ENSMUSG00000020952;A3:12:51489366-51491578:51489366-51491767:+	A3	A485	0.497124050164346
ENSMUSG00000020961;AF:12:91710652-91737365:91737944:91710652-91745773:91745911:-	AF	A485	0.2918303903179775
ENSMUSG00000020961;AF:12:91710652-91745773:91745911:91710652-91752901:91753210:-	AF	A485	0.14274594953075193
ENSMUSG00000020961;AL:12:91680856:91680898-91707245:91701828:91702242-91707245:-	AL	A485	0.2918303903179775
ENSMUSG00000021018;AF:16:20536415:20536744-20537574:20536856:20536916-20537574:+	AF	A485	0.04792779196097763
ENSMUSG00000021018;AF:16:20536580:20536744-20537574:20536922:20537419-20537574:+	AF	A485	0.1751535423959461
ENSMUSG00000021192;SE:12:102460118-102461959:102462022-102463706:+	SE	A485	0.004386749532449774
ENSMUSG00000021243;AF:12:85017671:85017739-85017989:85017755:85017817-85017989:+	AF	A485	0.010797398670430725
ENSMUSG00000021270;A3:12:110662214-110662686:110662114-110662686:-	A3	A485	0.32530323514953796
ENSMUSG00000021270;AF:12:110662114-110662686:110662829:110662114-110669057:110669162:-	AF	A485	0.25001730673258393
ENSMUSG00000021282;AF:12:111504631:111504673-111505842:111505216:111505381-111505842:+	AF	A485	0.029840513054409046
ENSMUSG00000021376;AF:13:47195055-47196580:47196600:47195055-47198037:47198213:-	AF	A485	0.37943941538443515
ENSMUSG00000021376;AL:13:47178655:47178848-47180728:47178927:47178953-47180728:-	AL	A485	0.020056349993920045
ENSMUSG00000021377;SE:13:47242091-47251631:47251819-47252819:-	SE	A485	0.1210935669083949
ENSMUSG00000021417;A3:13:35177213-35177997:35177203-35177997:-	A3	A485	-0.35189391635274186
ENSMUSG00000021687;A5:13:94389578-94421728:94389578-94422074:-	A5	A485	0.06378208530437557
ENSMUSG00000021771;AF:14:21875306:21875416-21881919:21881337:21881735-21881919:+	AF	A485	0.10662036923157597
ENSMUSG00000021831;AF:14:45544088-45544349:45544708:45544088-45556160:45556228:-	AF	A485	-0.043653200161420935
ENSMUSG00000021831;AF:14:45544088-45555834:45556029:45544088-45556160:45556228:-	AF	A485	-0.24112896618304647
ENSMUSG00000021963;AF:14:58035883:58036054-58038951:58036089:58036221-58038951:+	AF	A485	0.09007105845872254
ENSMUSG00000021969;SE:14:58084519-58087602:58087637-58094067:-	SE	A485	0.16089338538198705
ENSMUSG00000021981;AL:14:59776654-59784435:59786352:59776654-59822953:59823213:+	AL	A485	0.4176712743590251
ENSMUSG00000022024;SE:14:79857239-79859544:79859651-79862281:+	SE	A485	-0.2425860034857154
ENSMUSG00000022034;A3:14:66069243-66070113:66069015-66070113:-	A3	A485	0.03263840608957913
ENSMUSG00000022200;SE:15:12343237-12343359:12343407-12349454:+	SE	A485	0.25203169481362353
ENSMUSG00000022257;SE:15:34238568-34258827:34258938-34272490:+	SE	A485	0.255276216525231
ENSMUSG00000022285;SE:15:36791232-36793723:36793919-36794389:-	SE	A485	0.2148070220097404
ENSMUSG00000022292;AF:15:37947095-37953843:37955382:37947095-37961088:37961135:-	AF	A485	0.4420852191415534
ENSMUSG00000022292;SE:15:37947095-37953843:37953998-37961088:-	SE	A485	0.21002248917419486
ENSMUSG00000022299;A3:15:38961637-38963268:38961592-38963268:-	A3	A485	0.2400385584133773
ENSMUSG00000022370;SE:15:55406780-55411538:55411631-55418716:-	SE	A485	0.09417046374508586
ENSMUSG00000022433;AF:15:79323059-79325421:79326018:79323059-79326128:79326203:-	AF	A485	0.4118678627611362
ENSMUSG00000022433;AF:15:79323059-79325421:79326018:79323059-79339691:79339767:-	AF	A485	0.5936128578979025
ENSMUSG00000022533;A5:16:30151204-30152542:30151204-30152577:-	A5	A485	0.13021892686013903
ENSMUSG00000022533;SE:16:30134719-30140624:30140713-30141690:-	SE	A485	0.1380311528776788
ENSMUSG00000022706;A3:16:18694186-18695221:18694157-18695221:-	A3	A485	0.057604821393990036
ENSMUSG00000022774;A3:16:31775247-31775653:31775247-31775757:+	A3	A485	0.08381545914384361
ENSMUSG00000022774;AL:16:31775247-31775757:31777290:31775247-31780469:31780599:+	AL	A485	0.031518627221897355
ENSMUSG00000022812;SE:16:38028452-38037475:38037513-38040334:+	SE	A485	-0.024372237799968388
ENSMUSG00000022940;AL:16:94159622:94160033-94166214:94165306:94165646-94166214:-	AL	A485	0.20534729514866146
ENSMUSG00000022940;AL:16:94159622:94160033-94166214:94165494:94165646-94166214:-	AL	A485	0.3306036420301447
ENSMUSG00000022948;AF:16:93383205-93383313:93383497:93383205-93384707:93385959:-	AF	A485	0.31373266790082194
ENSMUSG00000022948;RI:16:93382067:93382190-93383125:93383205:-	RI	A485	0.5300806943492646
ENSMUSG00000023852;A5:17:15951301-15952116:15951279-15952116:+	A5	A485	0.272159321248734
ENSMUSG00000023940;A5:17:53995148-53996208:53995148-53996239:-	A5	A485	0.2088180090722762
ENSMUSG00000024091;SE:17:65889748-65894039:65894161-65899286:-	SE	A485	0.09260499403291084
ENSMUSG00000024146;A5:17:87333103-87335127:87333081-87335127:+	A5	A485	0.0005078906091670055
ENSMUSG00000024240;AF:18:6462991-6490463:6490856:6462991-6515865:6516108:-	AF	A485	0.6888183801106763
ENSMUSG00000024425;AF:18:38543449:38543539-38575970:38552037:38552229-38575970:+	AF	A485	-0.16925027398279546
ENSMUSG00000024446;A5:17:36568416-36568498:36568416-36568675:-	A5	A485	0.29196565218847964
ENSMUSG00000024446;SE:17:36568416-36568498:36568598-36568675:-	SE	A485	0.5790952755819938
ENSMUSG00000024576;AL:18:61713522-61715107:61715187:61713522-61720497:61720602:+	AL	A485	0.11479352321509599
ENSMUSG00000024576;AL:18:61713558-61715107:61715189:61713558-61720497:61721375:+	AL	A485	0.028338307493946
ENSMUSG00000024667;AF:19:10532528-10533063:10533115:10532528-10533479:10533602:-	AF	A485	0.2768400346456794
ENSMUSG00000024667;AF:19:10532528-10533077:10533120:10532528-10533479:10533602:-	AF	A485	0.3273235254339787
ENSMUSG00000024712;AF:19:17371407:17371756-17372562:17371932:17371983-17372562:+	AF	A485	0.055268585113414925
ENSMUSG00000024750;AF:19:21250051:21250106-21253790:21250610:21250706-21253790:+	AF	A485	0.0031683404005469484
ENSMUSG00000024750;SE:19:21254453-21255019:21255122-21256989:+	SE	A485	0.001577625911726277
ENSMUSG00000024789;AF:19:29229228:29229518-29239583:29229841:29229919-29239583:+	AF	A485	0.06576679205555824
ENSMUSG00000024805;AF:19:36356468:36356559-36389356:36387148:36387309-36389356:+	AF	A485	0.42959503023141216
ENSMUSG00000024844;SE:19:5415186-5415846:5415984-5416596:-	SE	A485	0.22298280601232123
ENSMUSG00000024856;A5:19:4147917-4148005:4147907-4148005:+	A5	A485	0.11811379994291604
ENSMUSG00000024986;AF:19:37423258:37423681-37425637:37425187:37425302-37425637:+	AF	A485	0.2102887489178979
ENSMUSG00000025283;SE:X:153997130-153998117:153998226-153998597:-	SE	A485	-0.5715817694368657
ENSMUSG00000025290;AF:14:24540798:24540826-24541818:24540835:24541092-24541818:+	AF	A485	0.13531885179861136
ENSMUSG00000025290;SE:14:24543561-24544120:24544137-24545498:+	SE	A485	0.2552727858435083
ENSMUSG00000025290;SE:14:24543561-24545498:24545517-24545843:+	SE	A485	0.23389007931743777
ENSMUSG00000025545;AF:14:122419116:122419193-122548656:122495453:122495665-122548656:+	AF	A485	0.006258151252745925
ENSMUSG00000025795;AF:10:121253097-121297815:121298118:121253097-121311908:121312252:-	AF	A485	0.25465855648830715
ENSMUSG00000025817;SE:2:5850196-5852919:5853001-5859627:+	SE	A485	0.40883264859492424
ENSMUSG00000026018;A3:1:60067405-60082229:60067395-60082229:-	A3	A485	0.10231744217530866
ENSMUSG00000026245;A3:1:78456748-78458945:78456650-78458945:-	A3	A485	0.20091567644068137
ENSMUSG00000026353;AF:1:128171701:128171857-128179940:128171899:128172289-128179940:+	AF	A485	-0.0371138566840617
ENSMUSG00000026511;SE:1:181952540-181956249:181956317-181958901:+	SE	A485	0.12312877560519142
ENSMUSG00000026558;SE:1:167057559-167062261:167062403-167064172:-	SE	A485	0.2028138830257853
ENSMUSG00000026605;A5:1:189411338-189412418:189411338-189412469:-	A5	A485	0.3923222772650683
ENSMUSG00000026659;AF:1:170708597-170712477:170712573:170708597-170712636:170712768:-	AF	A485	0.19444111282721793
ENSMUSG00000026683;A3:1:169356380-169358891:169353018-169358891:-	A3	A485	0.26839118571436016
ENSMUSG00000026974;AF:2:24839804:24840059-24841485:24840222:24840486-24841485:+	AF	A485	0.4223106253347978
ENSMUSG00000026986;AF:2:23938846-23939011:23939091:23938846-23939332:23939406:-	AF	A485	-0.03817614862627461
ENSMUSG00000027012;AF:2:71042102:71042189-71044783:71042348:71042418-71044783:+	AF	A485	0.684238338426793
ENSMUSG00000027079;SE:2:84554561-84555873:84556500-84557507:-	SE	A485	-0.013766829097737243
ENSMUSG00000027109;SE:2:72801858-72809242:72809373-72809831:-	SE	A485	0.38412616678858924
ENSMUSG00000027122;AF:2:106799903-106800656:106800736:106799903-106804617:106804769:-	AF	A485	-0.0038420617119756
ENSMUSG00000027201;SE:2:124940438-124940717:124940767-124942239:-	SE	A485	0.00036345556596573125
ENSMUSG00000027346;AF:2:132414174-132419988:132420153:132414174-132429541:132429649:-	AF	A485	0.8494428908393186
ENSMUSG00000027346;SE:2:132398896-132400527:132400602-132406547:-	SE	A485	0.2271566556256387
ENSMUSG00000027357;AF:2:132688586:132689045-132691786:132689654:132689800-132691786:+	AF	A485	0.02056146580218554
ENSMUSG00000027357;AF:2:132688586:132689045-132691786:132689658:132689811-132691786:+	AF	A485	0.39232475199593486
ENSMUSG00000027361;AF:2:126505008-126517276:126517464:126505008-126517954:126518257:-	AF	A485	0.6496790777269372
ENSMUSG00000027454;AF:2:150747320:150747381-150754701:150751514:150751713-150754701:+	AF	A485	-0.14262149791762335
ENSMUSG00000027469;SE:2:152690217-152690297:152690431-152696841:+	SE	A485	0.5569447032907316
ENSMUSG00000027620;SE:2:156019305-156020800:156020872-156021097:-	SE	A485	0.10957402389049001
ENSMUSG00000027671;AF:3:32760447:32760577-32766017:32762656:32763029-32766017:+	AF	A485	-0.03619273828928282
ENSMUSG00000027680;SE:3:34118468-34119123:34119203-34122310:+	SE	A485	0.47242031983119825
ENSMUSG00000027680;SE:3:34118468-34122310:34122401-34123066:+	SE	A485	0.40475870448783446
ENSMUSG00000027715;SE:3:36623238-36624225:36624314-36624885:-	SE	A485	-0.2366684882545772
ENSMUSG00000027942;AL:3:89966107-89967669:89968301:89966107-89968945:89969752:+	AL	A485	0.36681997013037665
ENSMUSG00000027942;SE:3:89960916-89963514:89963631-89965792:+	SE	A485	0.6643945725513992
ENSMUSG00000027944;SE:3:89903211-89903318:89903424-89903554:-	SE	A485	0.2718342930358093
ENSMUSG00000027944;SE:3:89904881-89905045:89905310-89905835:-	SE	A485	0.3103559938242363
ENSMUSG00000028109;SE:3:95492525-95492846:95492900-95494692:+	SE	A485	-0.030893246978217603
ENSMUSG00000028433;SE:4:41235594-41251535:41251671-41275040:-	SE	A485	0.012576449067706386
ENSMUSG00000028483;MX:4:83372385-83373252:83373288-83384202:83372385-83378400:83378596-83384202:+	MX	A485	0.6609906667016281
ENSMUSG00000028483;SE:4:83372385-83373252:83373288-83384202:+	SE	A485	0.5891131941342735
ENSMUSG00000028484;A3:4:83380710-83381832:83380411-83381832:-	A3	A485	0.2328693484726404
ENSMUSG00000028560;A3:4:98812480-98814673:98812480-98814692:+	A3	A485	0.0898345501199137
ENSMUSG00000028639;A3:4:119136408-119138767:119136396-119138767:-	A3	A485	0.005464583401908585
ENSMUSG00000028676;A3:4:135590513-135590834:135590513-135590837:+	A3	A485	-0.011119134364416472
ENSMUSG00000028676;AL:4:135590887-135591040:135591180:135590887-135594437:135595693:+	AL	A485	-0.4555859879826319
ENSMUSG00000028676;AL:4:135590887-135591040:135593126:135590887-135594437:135595693:+	AL	A485	-0.10904812229256389
ENSMUSG00000028676;AL:4:135590887-135591040:135593126:135590887-135594437:135597219:+	AL	A485	0.16622034885401527
ENSMUSG00000028691;A3:4:116542857-116544575:116542857-116544604:+	A3	A485	0.287020172796175
ENSMUSG00000028691;AF:4:116542796:116542857-116544604:116543084:116543333-116544604:+	AF	A485	0.33797810427833497
ENSMUSG00000028693;SE:4:116462960-116467600:116468574-116469169:-	SE	A485	0.1060753018499224
ENSMUSG00000028693;SE:4:116469278-116471527:116471607-116476067:-	SE	A485	0.6362980063399568
ENSMUSG00000028868;A5:4:132858039-132903752:132858034-132903752:+	A5	A485	0.27577506722870326
ENSMUSG00000028907;RI:4:124573495:124573605-124575986:124576116:-	RI	A485	-0.0012317583922133446
ENSMUSG00000028907;RI:4:124576206:124576299-124577028:124577141:-	RI	A485	-0.0012317583922133446
ENSMUSG00000029068;A3:4:155902444-155902996:155902444-155904786:+	A3	A485	0.3377598939014609
ENSMUSG00000029068;RI:4:155902996:155903121-155904786:155904885:+	RI	A485	0.5813875320313535
ENSMUSG00000029068;SE:4:155902444-155902996:155903121-155904786:+	SE	A485	0.30062606980742257
ENSMUSG00000029076;AF:4:156077368:156077791-156080646:156077834:156078026-156080646:+	AF	A485	0.051194759698520165
ENSMUSG00000029076;AF:4:156077627:156077791-156080646:156077834:156078026-156080646:+	AF	A485	0.03313533636487609
ENSMUSG00000029110;A5:5:34493885-34499866:34493828-34499866:+	A5	A485	-0.07994933315472469
ENSMUSG00000029110;AF:5:34493633:34493885-34499866:34494029:34494153-34499866:+	AF	A485	-0.003154065251822935
ENSMUSG00000029110;AF:5:34493672:34493885-34499866:34494029:34494153-34499866:+	AF	A485	-0.05792064556703447
ENSMUSG00000029110;AF:5:34493724:34493828-34499866:34494029:34494153-34499866:+	AF	A485	-0.0030871156381253595
ENSMUSG00000029177;A3:5:30826396-30827036:30826396-30827082:+	A3	A485	-0.2973961069883273
ENSMUSG00000029177;SE:5:30824457-30827036:30827172-30829808:+	SE	A485	0.22443612466884616
ENSMUSG00000029247;A5:5:77099515-77099616:77099248-77099616:+	A5	A485	0.38022268061426207
ENSMUSG00000029249;AF:5:77413338:77413635-77415779:77414043:77414260-77415779:+	AF	A485	0.3369156298102533
ENSMUSG00000029322;AF:5:100710628-100710707:100711289:100710628-100720011:100720111:-	AF	A485	0.11992764587894678
ENSMUSG00000029390;SE:5:124681227-124681550:124681570-124684959:+	SE	A485	0.11168905252658634
ENSMUSG00000029397;SE:5:92105509-92105737:92105856-92110489:-	SE	A485	0.19942876331767942
ENSMUSG00000029451;A5:4:143578649-143579325:143578224-143579325:+	A5	A485	0.036363477009207945
ENSMUSG00000029465;AF:5:122529941:122530060-122534880:122533877:122533949-122534880:+	AF	A485	0.06379468463814347
ENSMUSG00000029465;AF:5:122530029:122530060-122534880:122533877:122533949-122534880:+	AF	A485	0.17543032671067485
ENSMUSG00000029465;AL:5:122543241-122543932:122544126:122543241-122552067:122552247:+	AL	A485	0.19980368916495872
ENSMUSG00000029470;SE:5:122865354-122865462:122865527-122865808:+	SE	A485	-0.100031918115981
ENSMUSG00000029610;A5:5:143843573-143846399:143843573-143846519:-	A5	A485	0.03560844823387188
ENSMUSG00000029614;A3:5:121345258-121346454:121345258-121346473:+	A3	A485	-0.15518864264458898
ENSMUSG00000029836;AF:6:51447340:51447411-51448796:51447675:51447714-51448796:+	AF	A485	0.05002581672015741
ENSMUSG00000029836;AF:6:51447675:51447714-51448796:51447726:51447864-51448796:+	AF	A485	0.017233627715231847
ENSMUSG00000029836;SE:6:51452353-51455418:51455580-51458704:+	SE	A485	0.3024924360553777
ENSMUSG00000029920;A5:6:65019945-65020190:65019714-65020190:+	A5	A485	0.01711590520182782
ENSMUSG00000030042;A5:6:82629148-82629366:82629148-82629460:-	A5	A485	0.26330294024883394
ENSMUSG00000030042;AF:6:82629148-82629366:82629499:82629148-82629605:82629910:-	AF	A485	0.10824927116959995
ENSMUSG00000030057;A5:6:87822539-87822638:87822539-87822656:-	A5	A485	0.19647919028997773
ENSMUSG00000030057;A5:6:87822539-87822656:87822539-87822659:-	A5	A485	0.14398759590690927
ENSMUSG00000030105;AF:6:108760060:108760338-108790588:108771858:108771893-108790588:+	AF	A485	0.004443212387866602
ENSMUSG00000030189;SE:6:131347377-131352937:131353143-131356321:-	SE	A485	0.059932566736986215
ENSMUSG00000030246;SE:6:142436330-142439826:142439943-142441294:-	SE	A485	0.21533916130762842
ENSMUSG00000030335;A5:6:125169396-125169479:125169171-125169479:+	A5	A485	-0.08976265469605049
ENSMUSG00000030432;A3:7:4796625-4797049:4796625-4797063:+	A3	A485	0.04450991499450235
ENSMUSG00000030512;AF:7:65708751:65708835-65711872:65710047:65710333-65711872:+	AF	A485	-0.004621863325309117
ENSMUSG00000030512;AF:7:65708751:65708835-65711872:65710292:65710440-65711872:+	AF	A485	0.35024568051691496
ENSMUSG00000030662;AF:14:121148636:121148755-121154768:121153259:121153581-121154768:+	AF	A485	0.04466912213958385
ENSMUSG00000030774;AF:7:97437748:97438181-97503643:97492142:97492348-97503643:+	AF	A485	0.0377270932581645
ENSMUSG00000031134;A3:X:56437058-56438212:56437042-56438212:-	A3	A485	0.14764777363650583
ENSMUSG00000031134;A3:X:56437061-56438212:56437058-56438212:-	A3	A485	-0.015070059698772481
ENSMUSG00000031154;A3:X:7740192-7740469:7740192-7740472:+	A3	A485	0.3933668924161803
ENSMUSG00000031154;A5:X:7738438-7739793:7738420-7739793:+	A5	A485	0.23654678995521272
ENSMUSG00000031154;RI:X:7733754:7733818-7733906:7734062:+	RI	A485	0.3933668924161804
ENSMUSG00000031226;AL:X:104126411-104126622:104128792:104126411-104159920:104160696:+	AL	A485	0.5935409007270893
ENSMUSG00000031362;A3:X:72285801-72286184:72285788-72286184:-	A3	A485	0.5081282892133276
ENSMUSG00000031601;AF:8:40963267-40964581:40964763:40963267-40968745:40968888:-	AF	A485	0.07433330611294825
ENSMUSG00000031601;AF:8:40963267-40964581:40964795:40963267-40968745:40968888:-	AF	A485	0.27483311556174717
ENSMUSG00000031683;SE:8:79539709-79546616:79546714-79547677:-	SE	A485	-0.06129847131886523
ENSMUSG00000031812;A5:8:122320389-122322725:122320284-122322725:+	A5	A485	0.3168340663443365
ENSMUSG00000031812;AF:8:122317220:122317303-122320229:122317451:122317662-122320229:+	AF	A485	0.3212068488062204
ENSMUSG00000031812;RI:8:122320229:122320284-122322725:122322831:+	RI	A485	0.31469252913982415
ENSMUSG00000031812;RI:8:122320229:122320389-122322725:122322831:+	RI	A485	0.29610917631389577
ENSMUSG00000031879;A3:8:105367725-105367943:105367720-105367943:-	A3	A485	0.1432726817683997
ENSMUSG00000032113;AF:9:36635316-36637093:36637159:36635316-36637859:36638361:-	AF	A485	0.45328381673312035
ENSMUSG00000032113;AF:9:36637174-36637679:36637747:36637174-36637859:36637866:-	AF	A485	0.17757299016233308
ENSMUSG00000032328;SE:9:79684613-79687823:79687930-79700256:-	SE	A485	0.010115489301892988
ENSMUSG00000032407;SE:9:95377986-95382741:95382926-95384593:-	SE	A485	0.3550867845891419
ENSMUSG00000032745;SE:13:111585533-111589558:111589781-111589907:-	SE	A485	0.05582169173172591
ENSMUSG00000032883;SE:1:78635820-78640858:78640997-78659310:+	SE	A485	-0.18174907144871655
ENSMUSG00000032883;SE:1:78635820-78659310:78659727-78665954:+	SE	A485	-0.034877239613787435
ENSMUSG00000033020;A5:15:79030383-79035536:79030338-79035536:+	A5	A485	0.10217382959599897
ENSMUSG00000033107;AF:18:21077682:21077814-21107356:21094529:21094857-21107356:+	AF	A485	0.2953833779998494
ENSMUSG00000033499;SE:13:9208265-9208587:9208838-9214711:+	SE	A485	0.11678126755852927
ENSMUSG00000033952;SE:1:139404640-139405084:139408878-139410076:+	SE	A485	0.16904729182118652
ENSMUSG00000033964;AF:1:139350026:139350064-139350772:139350120:139350161-139350772:+	AF	A485	0.06312078013799494
ENSMUSG00000034024;A3:10:116887212-116888921:116887181-116888921:-	A3	A485	0.3593958294783694
ENSMUSG00000034300;AF:18:34891959:34892197-34895548:34892626:34892650-34895548:+	AF	A485	0.6595669160283439
ENSMUSG00000034333;AL:15:88639136-88654741:88655079:88639136-88663612:88668719:+	AL	A485	-0.027200882334135756
ENSMUSG00000034349;A3:3:68913546-68914522:68913546-68914597:+	A3	A485	0.43602493398961156
ENSMUSG00000034349;A5:3:68912448-68913409:68912423-68913409:+	A5	A485	0.21565506015316463
ENSMUSG00000034349;A5:3:68913557-68914522:68913546-68914522:+	A5	A485	0.4674576925681734
ENSMUSG00000034391;AF:18:84952907:84953305-84975445:84970241:84970383-84975445:+	AF	A485	0.3184638147247246
ENSMUSG00000034391;AF:18:84953283:84953305-84975445:84970241:84970383-84975445:+	AF	A485	0.6148770206870875
ENSMUSG00000034858;AF:9:74860166:74860290-74860996:74860308:74860341-74860996:+	AF	A485	0.38302789338872856
ENSMUSG00000035227;AF:7:99498266-99507971:99508106:99498266-99512435:99512578:-	AF	A485	0.4219241136794954
ENSMUSG00000035227;SE:7:99498266-99512028:99512201-99512435:-	SE	A485	0.47914411044413907
ENSMUSG00000036992;SE:2:148514755-148516384:148516518-148517202:+	SE	A485	-0.17726154133932703
ENSMUSG00000037072;AF:3:144276065:144276172-144283347:144276454:144276560-144283347:+	AF	A485	0.10141109916683627
